today,yesterday delta,7 days ago delta,1 month ago delta,1 year ago delta,rate today
2020-11-16,0.0004729999999999457,0.0004729999999999457,0.0004729999999999457,0.0004729999999999457,1.184013
2020-11-16,0.0017059999999999853,0.0017059999999999853,0.0017059999999999853,0.0017059999999999853,1.184013
2020-11-16,0.012512999999999996,0.012512999999999996,0.012512999999999996,0.012512999999999996,1.184013
2020-11-16,0.07888300000000004,0.07888300000000004,0.07888300000000004,0.07888300000000004,1.184013
2020-11-16,0.0004729999999999457,0.0004729999999999457,0.0004729999999999457,0.0004729999999999457,1.184013
2020-11-16,0.0017059999999999853,0.0017059999999999853,0.0017059999999999853,0.0017059999999999853,1.184013
2020-11-16,0.012512999999999996,0.012512999999999996,0.012512999999999996,0.012512999999999996,1.184013
2020-11-16,0.07888300000000004,0.07888300000000004,0.07888300000000004,0.07888300000000004,1.184013
